X,country,cnt,date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,StringencyIndex
10320,Finland,FIN,2020-08-12,1,1,1,1,0,0,0,3,2,1,2,2,1,0,35.19
10321,Finland,FIN,2020-08-13,1,1,1,1,0,0,0,3,2,1,2,2,1,1,35.19
10322,Finland,FIN,2020-08-14,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10323,Finland,FIN,2020-08-15,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10324,Finland,FIN,2020-08-16,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10325,Finland,FIN,2020-08-17,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10326,Finland,FIN,2020-08-18,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10327,Finland,FIN,2020-08-19,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10328,Finland,FIN,2020-08-20,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10329,Finland,FIN,2020-08-21,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10330,Finland,FIN,2020-08-22,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10331,Finland,FIN,2020-08-23,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10332,Finland,FIN,2020-08-24,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10333,Finland,FIN,2020-08-25,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10334,Finland,FIN,2020-08-26,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10335,Finland,FIN,2020-08-27,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10336,Finland,FIN,2020-08-28,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10337,Finland,FIN,2020-08-29,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10338,Finland,FIN,2020-08-30,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10339,Finland,FIN,2020-08-31,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10340,Finland,FIN,2020-09-01,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10341,Finland,FIN,2020-09-02,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10342,Finland,FIN,2020-09-03,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10343,Finland,FIN,2020-09-04,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10344,Finland,FIN,2020-09-05,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10345,Finland,FIN,2020-09-06,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10346,Finland,FIN,2020-09-07,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10347,Finland,FIN,2020-09-08,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10348,Finland,FIN,2020-09-09,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10349,Finland,FIN,2020-09-10,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10350,Finland,FIN,2020-09-11,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10351,Finland,FIN,2020-09-12,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10352,Finland,FIN,2020-09-13,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10353,Finland,FIN,2020-09-14,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10354,Finland,FIN,2020-09-15,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10355,Finland,FIN,2020-09-16,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10356,Finland,FIN,2020-09-17,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10357,Finland,FIN,2020-09-18,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10358,Finland,FIN,2020-09-19,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10359,Finland,FIN,2020-09-20,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10360,Finland,FIN,2020-09-21,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10361,Finland,FIN,2020-09-22,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10362,Finland,FIN,2020-09-23,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10363,Finland,FIN,2020-09-24,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10364,Finland,FIN,2020-09-25,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10365,Finland,FIN,2020-09-26,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10366,Finland,FIN,2020-09-27,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10367,Finland,FIN,2020-09-28,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10368,Finland,FIN,2020-09-29,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10369,Finland,FIN,2020-09-30,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10370,Finland,FIN,2020-10-01,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10371,Finland,FIN,2020-10-02,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10372,Finland,FIN,2020-10-03,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10373,Finland,FIN,2020-10-04,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10374,Finland,FIN,2020-10-05,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10375,Finland,FIN,2020-10-06,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10376,Finland,FIN,2020-10-07,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10377,Finland,FIN,2020-10-08,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10378,Finland,FIN,2020-10-09,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10379,Finland,FIN,2020-10-10,1,1,1,0,0,0,0,3,2,1,2,2,1,1,32.41
10380,Finland,FIN,2020-10-11,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10381,Finland,FIN,2020-10-12,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10382,Finland,FIN,2020-10-13,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10383,Finland,FIN,2020-10-14,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10384,Finland,FIN,2020-10-15,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10385,Finland,FIN,2020-10-16,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10386,Finland,FIN,2020-10-17,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10387,Finland,FIN,2020-10-18,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10388,Finland,FIN,2020-10-19,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10389,Finland,FIN,2020-10-20,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10390,Finland,FIN,2020-10-21,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10391,Finland,FIN,2020-10-22,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10392,Finland,FIN,2020-10-23,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10393,Finland,FIN,2020-10-24,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10394,Finland,FIN,2020-10-25,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10395,Finland,FIN,2020-10-26,1,1,1,3,0,0,0,3,2,1,2,2,1,1,36.57
10396,Finland,FIN,2020-10-27,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10397,Finland,FIN,2020-10-28,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10398,Finland,FIN,2020-10-29,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10399,Finland,FIN,2020-10-30,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10400,Finland,FIN,2020-10-31,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10401,Finland,FIN,2020-11-01,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10402,Finland,FIN,2020-11-02,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10403,Finland,FIN,2020-11-03,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10404,Finland,FIN,2020-11-04,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10405,Finland,FIN,2020-11-05,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10406,Finland,FIN,2020-11-06,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10407,Finland,FIN,2020-11-07,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10408,Finland,FIN,2020-11-08,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10409,Finland,FIN,2020-11-09,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10410,Finland,FIN,2020-11-10,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10411,Finland,FIN,2020-11-11,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10412,Finland,FIN,2020-11-12,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10413,Finland,FIN,2020-11-13,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10414,Finland,FIN,2020-11-14,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10415,Finland,FIN,2020-11-15,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10416,Finland,FIN,2020-11-16,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10417,Finland,FIN,2020-11-17,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10418,Finland,FIN,2020-11-18,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10419,Finland,FIN,2020-11-19,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10420,Finland,FIN,2020-11-20,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10421,Finland,FIN,2020-11-21,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10422,Finland,FIN,2020-11-22,1,1,1,3,0,0,0,3,2,1,2,2,1,1,40.74
10423,Finland,FIN,2020-11-23,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10424,Finland,FIN,2020-11-24,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10425,Finland,FIN,2020-11-25,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10426,Finland,FIN,2020-11-26,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10427,Finland,FIN,2020-11-27,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10428,Finland,FIN,2020-11-28,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10429,Finland,FIN,2020-11-29,1,1,2,3,0,0,0,3,2,1,2,2,1,1,42.13
10430,Finland,FIN,2020-11-30,1,2,2,4,0,0,0,3,2,1,2,2,1,1,46.76
10431,Finland,FIN,2020-12-01,1,2,2,4,0,0,0,3,2,1,2,2,1,1,46.76
10432,Finland,FIN,2020-12-02,1,2,2,4,0,0,0,3,2,1,2,2,1,1,46.76
10433,Finland,FIN,2020-12-03,2,2,2,4,0,0,0,3,2,1,2,2,1,1,48.61
10434,Finland,FIN,2020-12-04,2,2,2,4,0,0,0,3,2,1,2,2,1,1,48.61
10435,Finland,FIN,2020-12-05,2,2,2,4,0,0,0,3,2,1,2,2,1,1,48.61
10436,Finland,FIN,2020-12-06,2,2,2,4,0,0,0,3,2,1,2,2,1,1,48.61
10437,Finland,FIN,2020-12-07,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10438,Finland,FIN,2020-12-08,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10439,Finland,FIN,2020-12-09,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10440,Finland,FIN,2020-12-10,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10441,Finland,FIN,2020-12-11,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10442,Finland,FIN,2020-12-12,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10443,Finland,FIN,2020-12-13,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10444,Finland,FIN,2020-12-14,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10445,Finland,FIN,2020-12-15,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10446,Finland,FIN,2020-12-16,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10447,Finland,FIN,2020-12-17,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10448,Finland,FIN,2020-12-18,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10449,Finland,FIN,2020-12-19,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10450,Finland,FIN,2020-12-20,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10451,Finland,FIN,2020-12-21,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10452,Finland,FIN,2020-12-22,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10453,Finland,FIN,2020-12-23,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10454,Finland,FIN,2020-12-24,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10455,Finland,FIN,2020-12-25,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10456,Finland,FIN,2020-12-26,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10457,Finland,FIN,2020-12-27,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10458,Finland,FIN,2020-12-28,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10459,Finland,FIN,2020-12-29,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10460,Finland,FIN,2020-12-30,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10461,Finland,FIN,2020-12-31,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10462,Finland,FIN,2021-01-01,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10463,Finland,FIN,2021-01-02,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10464,Finland,FIN,2021-01-03,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10465,Finland,FIN,2021-01-04,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10466,Finland,FIN,2021-01-05,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10467,Finland,FIN,2021-01-06,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10468,Finland,FIN,2021-01-07,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10469,Finland,FIN,2021-01-08,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10470,Finland,FIN,2021-01-09,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10471,Finland,FIN,2021-01-10,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10472,Finland,FIN,2021-01-11,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10473,Finland,FIN,2021-01-12,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10474,Finland,FIN,2021-01-13,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10475,Finland,FIN,2021-01-14,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10476,Finland,FIN,2021-01-15,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10477,Finland,FIN,2021-01-16,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10478,Finland,FIN,2021-01-17,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10479,Finland,FIN,2021-01-18,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10480,Finland,FIN,2021-01-19,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10481,Finland,FIN,2021-01-20,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10482,Finland,FIN,2021-01-21,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10483,Finland,FIN,2021-01-22,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10484,Finland,FIN,2021-01-23,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10485,Finland,FIN,2021-01-24,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10486,Finland,FIN,2021-01-25,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10487,Finland,FIN,2021-01-26,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10488,Finland,FIN,2021-01-27,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10489,Finland,FIN,2021-01-28,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10490,Finland,FIN,2021-01-29,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
10491,Finland,FIN,2021-01-30,2,2,2,4,0,1,0,3,2,1,2,2,1,1,52.31
