X,country,cnt,date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,StringencyIndex
54,Albania,ALB,2020-02-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.56
55,Albania,ALB,2020-02-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.56
56,Albania,ALB,2020-02-25,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
57,Albania,ALB,2020-02-26,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
58,Albania,ALB,2020-02-27,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
59,Albania,ALB,2020-02-28,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
60,Albania,ALB,2020-02-29,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
61,Albania,ALB,2020-03-01,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
62,Albania,ALB,2020-03-02,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
63,Albania,ALB,2020-03-03,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
64,Albania,ALB,2020-03-04,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
65,Albania,ALB,2020-03-05,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
66,Albania,ALB,2020-03-06,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
67,Albania,ALB,2020-03-07,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.33
68,Albania,ALB,2020-03-08,0,0,0,0,0,0,0,1,0,0,1,1,1,1,8.33
69,Albania,ALB,2020-03-09,3,0,2,2,0,0,0,1,0,0,1,1,1,1,36.11
70,Albania,ALB,2020-03-10,3,0,2,2,0,0,0,1,0,0,2,1,1,1,41.67
71,Albania,ALB,2020-03-11,3,2,2,2,0,0,0,2,0,0,2,1,1,1,51.85
72,Albania,ALB,2020-03-12,3,2,2,2,0,0,0,2,0,0,2,1,1,1,51.85
73,Albania,ALB,2020-03-13,3,2,2,2,2,2,2,2,0,0,2,1,1,1,78.7
74,Albania,ALB,2020-03-14,3,2,2,2,2,2,2,2,0,0,2,1,1,1,78.7
75,Albania,ALB,2020-03-15,3,2,2,2,2,2,2,3,0,0,2,1,1,1,81.48
76,Albania,ALB,2020-03-16,3,2,2,2,2,2,2,3,0,0,2,1,1,1,81.48
77,Albania,ALB,2020-03-17,3,2,2,2,2,2,2,3,0,0,2,1,1,1,81.48
78,Albania,ALB,2020-03-18,3,2,2,2,2,2,2,3,0,0,2,1,1,1,81.48
79,Albania,ALB,2020-03-19,3,2,2,2,2,2,2,3,1,0,2,1,1,1,81.48
80,Albania,ALB,2020-03-20,3,2,2,2,2,2,2,3,1,1,2,1,1,1,81.48
81,Albania,ALB,2020-03-21,3,2,2,2,2,2,2,3,1,1,2,1,1,1,81.48
82,Albania,ALB,2020-03-22,3,2,2,2,2,2,2,3,1,1,2,1,1,1,81.48
83,Albania,ALB,2020-03-23,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
84,Albania,ALB,2020-03-24,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
85,Albania,ALB,2020-03-25,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
86,Albania,ALB,2020-03-26,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
87,Albania,ALB,2020-03-27,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
88,Albania,ALB,2020-03-28,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
89,Albania,ALB,2020-03-29,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
90,Albania,ALB,2020-03-30,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
91,Albania,ALB,2020-03-31,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
92,Albania,ALB,2020-04-01,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
93,Albania,ALB,2020-04-02,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
94,Albania,ALB,2020-04-03,3,2,2,2,2,2,2,4,1,1,2,1,1,1,84.26
