date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,cty
2020-05-15,R,NA,estimate,0.9585930671482005,0.9580311954942726,0.013698073859047116,0.9345437302099125,0.9490815280180476,0.9550832118232309,0.9618834501259204,0.9673057848041842,0.9792039515275164,Ukraine
2020-05-16,R,NA,estimate,0.9694330534434565,0.9688588906270932,0.013431091276955959,0.9454915259982473,0.9603882363075573,0.965945962484779,0.9726951611902898,0.9778859496118185,0.989808882080657,Ukraine
2020-05-17,R,NA,estimate,0.9881738245200853,0.9874691072079759,0.013143018794264943,0.9645014718707201,0.9794748696672252,0.9847482834274279,0.9912175012711618,0.9961111513080436,1.0075855810858467,Ukraine
2020-05-18,R,NA,estimate,1.0126164958254966,1.0119206645648167,0.012726485220040969,0.990149236304138,1.0042475898326635,1.009508254735394,1.0157063902872605,1.0202806841845904,1.0310718149259013,Ukraine
2020-05-19,R,NA,estimate,1.0284250366612406,1.0278603983682746,0.012132097705671856,1.0073409191669367,1.020905839716738,1.0256144136869254,1.0311116103824316,1.0355593041665054,1.0461538506880232,Ukraine
2020-05-20,R,NA,estimate,1.0401264252605653,1.0397650527213644,0.011800808349815811,1.0201156392247377,1.032873266805602,1.0376451948603642,1.0426254941602373,1.0473115892509766,1.0578077448778822,Ukraine
2020-05-21,R,NA,estimate,1.0486197184507615,1.0486628434140866,0.011793097782088358,1.029637997680688,1.0415100183152448,1.0462074775149923,1.0515800382940554,1.0558843479279854,1.066535942680865,Ukraine
2020-05-22,R,NA,estimate,1.0499457391716245,1.0503675604751164,0.011991581185841874,1.0315058729032491,1.0430163181901353,1.0476437443114457,1.05304273607694,1.0577005218008353,1.0698534618176159,Ukraine
2020-05-23,R,NA,estimate,1.0728762057370154,1.073424550206438,0.012531745850394701,1.0540322236034088,1.0652512270201129,1.0702496738508853,1.0762304835139447,1.08105858893957,1.0946021941260229,Ukraine
2020-05-24,R,NA,estimate,1.0607384721490578,1.061329568699009,0.013042785038621713,1.0409619540098622,1.0526865039669508,1.0575948919482743,1.0642899242825203,1.0696410533542566,1.083387953691118,Ukraine
