date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,cty
2020-06-25,R,NA,estimate,1.0459165682378464,1.0459949851476928,0.013997792095612051,1.0245957920971647,1.0377466510472748,1.0427619332709952,1.0488946930384975,1.0538908820192063,1.0694017636098432,Hungary
2020-06-26,R,NA,estimate,1.0338185052745525,1.0340122367300826,0.013726170768731826,1.0135133320234306,1.0261110798063253,1.0307657905430725,1.0365481672600618,1.0416335111519919,1.05704356881855,Hungary
2020-06-27,R,NA,estimate,1.0247965008272781,1.0251723303447318,0.013422298033509916,1.0050232394839071,1.0179831400497321,1.0222089153056544,1.0273756596907857,1.0321037113951743,1.0473332272150024,Hungary
2020-06-28,R,NA,estimate,1.163711667327656,1.164123132235683,0.015039498063274724,1.142057355420476,1.1564759406802452,1.1610590329424415,1.1664395306199573,1.1713150562201324,1.1893928084420506,Hungary
2020-06-29,R,NA,estimate,1.117329503462281,1.117212223161252,0.017247696204642206,1.089080664964908,1.1076867082364168,1.113765580324345,1.120823359651042,1.126946180142657,1.144871212873186,Hungary
2020-06-30,R,NA,estimate,1.0847801226894385,1.0845791785006234,0.017619741217747065,1.0561030866512968,1.0748176067499382,1.0810399344946795,1.0883596181344493,1.09482844606313,1.1120268025035227,Hungary
2020-07-01,R,NA,estimate,1.1942261893482207,1.1946718989158567,0.019244139884421207,1.1637107436424445,1.1836881406225488,1.1904890635130831,1.198635683125369,1.2056293037240589,1.2250753073728073,Hungary
2020-07-02,R,NA,estimate,1.1389585249403944,1.1388958831626688,0.021579595111419013,1.1034984127995933,1.1265764552001512,1.1344281832620824,1.1439559998136153,1.1522329961053088,1.1716827211639613,Hungary
2020-07-03,R,NA,estimate,1.2233350263973977,1.2233512635037245,0.02391219213162103,1.1847561799984234,1.2090043310917644,1.2178474505481294,1.2289601297609305,1.2382815466859134,1.2605528094791418,Hungary
2020-07-04,R,NA,estimate,1.2752630160734373,1.2747900749130046,0.02862324960014242,1.2264810096207641,1.257572535441896,1.2687626949210027,1.2818657809217413,1.2935177412334522,1.3191154828555027,Hungary
2020-07-05,R,NA,estimate,1.3028246938656136,1.3015454626825813,0.033797229188039575,1.2442326047342311,1.2806167500709114,1.2950162312460431,1.310398422435399,1.3240531917327736,1.353527584610393,Hungary
2020-07-06,R,NA,estimate,1.2111384589475693,1.2099837848182464,0.03491511058538298,1.1505667452739754,1.1879843424123615,1.203209274746475,1.2193709468129164,1.2336502096578994,1.2630152718186698,Hungary
2020-07-07,R,NA,estimate,1.2460318440124765,1.244961717615526,0.034859480157054014,1.1865325740738564,1.2224024953985868,1.2377071566796247,1.2539729774324857,1.2684973252990601,1.2984456748281774,Hungary
