date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,cty
2020-03-13,R,NA,estimate,2.2533231721952047,2.244132438514242,0.17445179119116414,1.9400257448954688,2.132560614751896,2.2105198830070205,2.29170386003405,2.364520354313776,2.522970357418546,Kazakhstan
2020-03-14,R,NA,estimate,1.7188813903352786,1.7122081548361203,0.1349844243298582,1.4766946180561589,1.6267107458784185,1.6856197970981008,1.7490003420382538,1.8051489534771963,1.9280415907938995,Kazakhstan
2020-03-15,R,NA,estimate,1.4565820485900631,1.4524490179447338,0.10309742860916543,1.2729716108498805,1.3870634690481523,1.4312807034256838,1.4798225182811648,1.5233422850877858,1.6179721562818679,Kazakhstan
2020-03-16,R,NA,estimate,1.50164638962551,1.4986185392623588,0.09134456341378445,1.3410823764405972,1.4395069116716623,1.4793027409944135,1.5217109556377326,1.5616783209286318,1.6473280336407772,Kazakhstan
2020-03-17,R,NA,estimate,1.5069500968859304,1.5042137989643074,0.08345484677835137,1.360522905880411,1.4503266269527841,1.4862075089587368,1.5254392215478987,1.5619916758415318,1.6395606670519915,Kazakhstan
2020-03-18,R,NA,estimate,1.4387256685214174,1.436477838812657,0.0748273647200225,1.3069825982836787,1.3884482035802672,1.4203798500666227,1.4554402453759925,1.4884781350507608,1.557029148309666,Kazakhstan
2020-03-19,R,NA,estimate,1.387655533805373,1.3854445800656965,0.06689674056993333,1.2693315568063077,1.3425573807550986,1.3706777890090984,1.4021326858256375,1.4323494857829058,1.4920867613299929,Kazakhstan
2020-03-20,R,NA,estimate,1.4330709220302351,1.430742859413363,0.06429644869595537,1.3191671516774812,1.3896809558999177,1.41651332607137,1.4463001186501194,1.475350294841176,1.5336777906115557,Kazakhstan
2020-03-21,R,NA,estimate,1.482376605343105,1.4799993351936802,0.06492586840534258,1.3660013445738228,1.4393688638361488,1.4657594742565137,1.496365557940789,1.5241928829382616,1.5838776103413943,Kazakhstan
2020-03-22,R,NA,estimate,1.4582547225056617,1.4555785972988506,0.0646964812965407,1.3420006834354,1.4156144313112695,1.4422665805057333,1.4721781366996765,1.4998174022169806,1.5571877197234867,Kazakhstan
2020-03-23,R,NA,estimate,1.3689961740985794,1.3661249945347576,0.06029834359378451,1.259277564271415,1.32897387900542,1.353913727137199,1.3814755105295844,1.407773881128104,1.459928322346022,Kazakhstan
2020-03-24,R,NA,estimate,1.2527067367203566,1.2501905733468104,0.0520664547505012,1.1581106442298974,1.218029176331846,1.239364274147324,1.263053440909213,1.2858920095594306,1.3324683597569589,Kazakhstan
2020-03-25,R,NA,estimate,1.2288922987429105,1.2271723169301703,0.045158305998814346,1.1477347703895298,1.198835209300283,1.2177028238117849,1.2383942760084663,1.2577017452872767,1.298823134240662,Kazakhstan
